customer_id,registration_date,email,first_name,last_name,age,gender,city,province,country,postal_code,customer_segment,marketing_consent
CUST000903,2021-06-26,emilymartinez751@hotmail.com,Emily,Martinez,38.0,F,Winnipeg,NS,Canada,S1J 3B7,Silver,True
CUST000904,2024-10-21,danielthomas@outlook.com,Daniel,Thomas,39.0,F,Calgary,MB,Canada,J9J 2S6,Bronze,True
CUST000905,2021-10-13,christophernguyen427@yahoo.com,Christopher,Nguyen,49.0,F,Barrie,AB,Canada,J4C 4S7,Bronze,True
CUST000906,2023-02-09,paul_lopez453@gmail.com,Paul,Lopez,68.0,M,London,NL,Canada,V5O 5N7,Bronze,True
CUST000907,2023-08-03,anthony.clark786@email.com,Anthony,Clark,31.0,M,Windsor,BC,Canada,Y2T 4Z3,Bronze,True
CUST000908,2023-02-04,donna.allen@email.com,Donna,Allen,71.0,M,Kelowna,MB,Canada,B6E 6V0,Gold,True
CUST000909,2023-08-01,sandra.king850@gmail.com,Sandra,King,26.0,M,Calgary,SK,Canada,T1J 9P5,Bronze,True
CUST000910,2024-04-12,patriciadavis@email.com,Patricia,Davis,27.0,M,Vancouver,AB,Canada,Q2R 7E3,Silver,True
CUST000911,2024-07-10,barbara_martin@gmail.com,Barbara,Martin,51.0,M,Abbotsford,AB,Canada,D1A 2T1,Silver,True
CUST000912,2022-05-22,kimberly.miller@gmail.com,Kimberly,Miller,65.0,F,St. John's,NB,Canada,M0D 4M7,Silver,True
CUST000913,2024-01-25,elizabeth_thomas@email.com,Elizabeth,Thomas,46.0,M,Abbotsford,BC,Canada,N2U 0F2,Gold,True
CUST000914,2023-11-14,jessicahernandez492@email.com,Jessica,Hernandez,30.0,M,Kitchener,MB,Canada,V1S 7L4,Silver,True
CUST000915,2024-11-29,betty.harris@outlook.com,Betty,Harris,66.0,F,Windsor,QC,Canada,A4O 1S6,Silver,True
CUST000916,2022-09-13,james.nguyen@email.com,James,Nguyen,60.0,M,Victoria,QC,Canada,O7I 0F5,Bronze,True
CUST000917,2022-03-08,steven_allen@email.com,Steven,Allen,70.0,M,Montreal,QC,Canada,U2L 9K7,Silver,False
CUST000918,2024-09-10,william_moore860@outlook.com,William,Moore,71.0,F,Regina,NS,Canada,P9V 2S8,Bronze,False
CUST000919,2021-09-23,kimberlytaylor@hotmail.com,Kimberly,Taylor,74.0,F,Kelowna,SK,Canada,S9M 1B0,Bronze,True
CUST000920,2021-07-17,davidanderson@gmail.com,David,Anderson,71.0,F,Regina,SK,Canada,Y3Y 3D2,Bronze,True
CUST000921,2021-05-12,matthew.clark39@email.com,Matthew,Clark,19.0,M,Montreal,NB,Canada,Y5T 0F5,Bronze,True
CUST000922,2023-02-13,michael.lewis@email.com,Michael,Lewis,63.0,M,Winnipeg,MB,Canada,P7V 4H3,Silver,False
CUST000923,2023-12-19,david.ramirez@gmail.com,David,Ramirez,65.0,M,Calgary,AB,Canada,B2A 5Y6,Bronze,True
CUST000924,2021-05-28,andrew_wright@yahoo.com,Andrew,Wright,64.0,F,St. John's,NB,Canada,G3S 7Q5,Gold,True
CUST000925,2024-02-19,daniel.flores@gmail.com,Daniel,Flores,74.0,Other,Halifax,BC,Canada,S1E 8J1,Bronze,True
CUST000926,2022-04-18,linda.young@email.com,Linda,Young,71.0,M,Toronto,AB,Canada,J4M 5C2,Gold,True
CUST000927,2023-12-31,charlesjones@yahoo.com,Charles,Jones,46.0,M,Abbotsford,NL,Canada,J6T 0R1,Bronze,False
CUST000928,2022-06-23,donnawalker432@gmail.com,Donna,Walker,57.0,M,Hamilton,AB,Canada,K0E 3R5,Bronze,True
CUST000929,2023-10-08,patricia.thomas@email.com,Patricia,Thomas,69.0,M,Vancouver,SK,Canada,C6T 9C8,Bronze,False
CUST000930,2022-07-09,donaldrodriguez509@gmail.com,Donald,Rodriguez,47.0,M,St. John's,AB,Canada,U5N 7J3,Silver,True
CUST000931,2021-02-23,mary.brown@email.com,Mary,Brown,45.0,F,Halifax,ON,Canada,R7B 6Y6,Bronze,True
CUST000932,2024-12-07,william_ramirez449@email.com,William,Ramirez,65.0,M,Calgary,PE,Canada,L5G 5N0,Silver,True
CUST000933,2021-07-08,jessicaanderson766@gmail.com,Jessica,Anderson,54.0,F,Barrie,PE,Canada,B0X 3B1,Bronze,True
CUST000934,2023-06-18,patricia.rodriguez359@hotmail.com,Patricia,Rodriguez,69.0,M,Abbotsford,AB,Canada,J2T 6P1,Silver,True
CUST000935,2022-05-28,robertjones@yahoo.com,Robert,Jones,46.0,M,Victoria,AB,Canada,O4L 8J3,Silver,True
CUST000936,2022-10-16,kimberlymoore@email.com,Kimberly,Moore,23.0,F,Vancouver,SK,Canada,N9P 4C3,Gold,False
CUST000937,2022-04-18,william_king382@email.com,William,King,20.0,M,Ottawa,ON,Canada,H7U 7D0,Silver,False
CUST000938,2022-07-08,ashley_williams@email.com,Ashley,Williams,70.0,F,Montreal,ON,Canada,I9M 7A6,Bronze,True
CUST000939,2021-04-01,matthew.lewis@yahoo.com,Matthew,Lewis,30.0,F,Windsor,NL,Canada,B4B 8Y5,Bronze,True
CUST000940,2022-11-20,mary_hill29@email.com,Mary,Hill,74.0,M,London,PE,Canada,N6Z 0Z1,Bronze,True
CUST000941,2024-10-20,emily_harris@email.com,Emily,Harris,29.0,F,Kelowna,PE,Canada,Y8I 2M7,Silver,True
CUST000942,2021-02-01,jessica_rodriguez256@hotmail.com,Jessica,Rodriguez,43.0,F,Barrie,MB,Canada,K9M 0T4,Bronze,False
CUST000943,2024-09-12,lisa_moore315@email.com,Lisa,Moore,35.0,F,Kelowna,SK,Canada,I2O 7A7,Bronze,True
CUST000944,2021-03-17,james_robinson@outlook.com,James,Robinson,74.0,M,Barrie,AB,Canada,N0S 1I9,Gold,True
CUST000945,2021-05-12,emily_lee806@yahoo.com,Emily,Lee,18.0,F,Hamilton,MB,Canada,P2H 2E9,Silver,True
CUST000946,2021-08-23,patriciaanderson519@gmail.com,Patricia,Anderson,63.0,M,Saskatoon,PE,Canada,K0R 3B4,Bronze,True
CUST000947,2024-10-21,thomas_johnson@email.com,Thomas,Johnson,56.0,F,Abbotsford,AB,Canada,L1C 8O1,Silver,True
CUST000948,2022-05-01,steven.jones@hotmail.com,Steven,Jones,72.0,M,Windsor,BC,Canada,U6J 2A5,Bronze,True
CUST000949,2022-11-18,joshua_white@hotmail.com,Joshua,White,29.0,M,Kitchener,PE,Canada,A2L 0J2,Bronze,True
CUST000950,2021-08-06,donnajohnson@yahoo.com,Donna,Johnson,39.0,M,St. John's,NL,Canada,Z9W 5G6,Silver,True
CUST000951,2024-09-07,donnawilliams@yahoo.com,Donna,Williams,22.0,F,Montreal,BC,Canada,H9Q 9U8,Silver,False
CUST000952,2021-09-06,anthonywright@gmail.com,Anthony,Wright,42.0,F,St. John's,NL,Canada,O5I 3S4,Silver,True
CUST000953,2022-05-13,jessica_perez@yahoo.com,Jessica,Perez,46.0,M,Calgary,AB,Canada,O6L 1L8,Silver,True
CUST000954,2023-01-12,stevenjones@outlook.com,Steven,Jones,25.0,M,Saskatoon,NS,Canada,H9E 8H6,Bronze,True
CUST000955,2024-05-25,donna_rodriguez@hotmail.com,Donna,Rodriguez,65.0,F,Calgary,BC,Canada,N6Q 2S7,Gold,False
CUST000956,2023-07-19,richard.lopez270@yahoo.com,Richard,Lopez,44.0,F,Barrie,NB,Canada,X1E 0N0,Silver,False
CUST000957,2021-09-29,davidjones@email.com,David,Jones,52.0,F,Windsor,SK,Canada,E6W 8H4,Bronze,True
CUST000958,2022-11-21,lindaperez@email.com,Linda,Perez,52.0,M,Vancouver,BC,Canada,X5O 6U7,Bronze,False
CUST000959,2023-09-05,margaretjackson@yahoo.com,Margaret,Jackson,28.0,M,Kelowna,NL,Canada,C2A 9S5,Bronze,True
CUST000960,2022-10-19,sandra_harris@yahoo.com,Sandra,Harris,39.0,M,Kelowna,MB,Canada,Y1H 4P5,Silver,True
CUST000961,2023-11-27,patriciatorres@email.com,Patricia,Torres,49.0,M,Windsor,MB,Canada,K6K 2E0,Bronze,True
CUST000962,2023-11-30,susan_ramirez@email.com,Susan,Ramirez,52.0,F,London,BC,Canada,L4F 1J4,Bronze,True
CUST000963,2022-04-04,ashley.lewis@hotmail.com,Ashley,Lewis,36.0,F,Hamilton,PE,Canada,Y1H 4E1,Gold,False
CUST000964,2023-11-08,susan.scott@gmail.com,Susan,Scott,60.0,F,Vancouver,NL,Canada,R3A 7A5,Bronze,True
CUST000965,2024-03-15,susan_jackson@outlook.com,Susan,Jackson,65.0,F,Saskatoon,MB,Canada,D1O 6P4,Gold,False
CUST000966,2022-07-25,jenniferrodriguez@gmail.com,Jennifer,Rodriguez,72.0,F,Montreal,AB,Canada,X1K 2Q5,Silver,True
CUST000967,2024-07-15,sarahrobinson@email.com,Sarah,Robinson,38.0,Other,Montreal,SK,Canada,B6D 8K3,Silver,False
CUST000968,2024-07-23,emilywilliams601@gmail.com,Emily,Williams,37.0,F,Halifax,AB,Canada,V3I 7E7,Bronze,False
CUST000969,2022-08-02,elizabeth.young@yahoo.com,Elizabeth,Young,35.0,M,Montreal,NL,Canada,X3A 6C7,Silver,True
CUST000970,2022-03-04,emilyflores705@yahoo.com,Emily,Flores,28.0,M,Hamilton,PE,Canada,M9H 5P8,Bronze,True
CUST000971,2022-04-20,elizabeth_martin@outlook.com,Elizabeth,Martin,42.0,F,Halifax,PE,Canada,L8P 4D3,Bronze,True
CUST000972,2023-05-10,linda_jackson436@hotmail.com,Linda,Jackson,24.0,F,Calgary,QC,Canada,O5V 1L6,Bronze,False
CUST000973,2023-09-29,williamwalker@outlook.com,William,Walker,39.0,F,Toronto,MB,Canada,I8G 6B8,Bronze,False
CUST000974,2024-10-14,christopher_taylor@outlook.com,Christopher,Taylor,67.0,M,Saskatoon,NS,Canada,M4B 4P3,Silver,True
CUST000975,2022-09-24,,Nancy,Williams,60.0,M,Edmonton,NL,Canada,G1T 9K2,Bronze,True
CUST000976,2021-02-10,joshuawright@gmail.com,Joshua,Wright,55.0,F,Montreal,SK,Canada,L8C 0Q3,Bronze,True
CUST000977,2022-02-11,lisa.wright@email.com,Lisa,Wright,30.0,F,Quebec City,MB,Canada,Z2L 5N3,Silver,True
CUST000978,2021-01-28,emily.thomas@gmail.com,Emily,Thomas,71.0,F,St. John's,BC,Canada,Q6Z 7B2,Bronze,True
CUST000979,2021-02-19,charles.martin768@yahoo.com,Charles,Martin,39.0,F,Calgary,NS,Canada,U6E 4C1,Bronze,True
CUST000980,2024-12-11,robertallen761@outlook.com,Robert,Allen,34.0,F,Barrie,PE,Canada,E1X 9Z6,Silver,False
CUST000981,2022-10-02,richard_hill@outlook.com,Richard,Hill,60.0,M,Toronto,MB,Canada,I7G 1I9,Silver,False
CUST000982,2022-08-20,donald_harris417@gmail.com,Donald,Harris,65.0,M,Barrie,MB,Canada,P4W 8Q3,Silver,False
CUST000983,2023-10-15,matthewjohnson@outlook.com,Matthew,Johnson,26.0,Other,Barrie,BC,Canada,O3S 0M3,Bronze,False
CUST000984,2023-09-04,markwhite@gmail.com,Mark,White,64.0,F,London,QC,Canada,Z1D 8F3,Silver,False
CUST000985,2022-05-27,ashley.nguyen@yahoo.com,Ashley,Nguyen,70.0,M,Regina,NL,Canada,X9Y 3B7,Bronze,True
CUST000986,2022-09-30,thomasclark@hotmail.com,Thomas,Clark,72.0,M,Vancouver,SK,Canada,W9T 6A4,Silver,False
CUST000987,2023-09-28,susanscott@outlook.com,Susan,Scott,46.0,M,Quebec City,SK,Canada,O7Q 8X1,Bronze,True
CUST000988,2024-12-03,michael.ramirez14@outlook.com,Michael,Ramirez,61.0,M,Edmonton,NL,Canada,X1F 3O1,Bronze,True
CUST000989,2023-10-12,john.ramirez@email.com,John,Ramirez,41.0,M,Barrie,NS,Canada,M0J 1N4,Bronze,True
CUST000990,2022-10-23,sarahking@hotmail.com,Sarah,King,20.0,Other,Edmonton,QC,Canada,J8V 3Z9,Bronze,True
CUST000991,2024-05-23,lisa_king@outlook.com,Lisa,King,61.0,M,London,QC,Canada,F8W 7A5,Silver,True
CUST000992,2021-11-04,anthony_lopez@gmail.com,Anthony,Lopez,25.0,M,Toronto,MB,Canada,W3G 1R7,Bronze,False
CUST000993,2021-05-06,nancymiller@outlook.com,Nancy,Miller,45.0,M,Montreal,SK,Canada,U8H 5U0,Silver,True
CUST000994,2022-08-06,richard_moore@email.com,Richard,Moore,54.0,M,Victoria,PE,Canada,Y6I 8R3,Silver,False
CUST000995,2021-11-09,robert.nguyen270@yahoo.com,Robert,Nguyen,55.0,F,Kelowna,BC,Canada,E8S 6K9,Bronze,True
CUST000996,2022-07-22,donnahill@email.com,Donna,Hill,19.0,F,Regina,AB,Canada,F0Z 3G1,Silver,True
CUST000997,2021-10-21,michelle.martinez@outlook.com,Michelle,Martinez,22.0,M,London,BC,Canada,B2Q 7N7,Silver,True
CUST000998,2023-10-22,christopher.martin@yahoo.com,Christopher,Martin,41.0,F,Halifax,NS,Canada,W7L 4Q5,Bronze,True
CUST000999,2024-05-24,kimberly.garcia@yahoo.com,Kimberly,Garcia,34.0,M,Hamilton,QC,Canada,N8O 7W4,Gold,True
CUST001000,2023-06-11,lindascott887@hotmail.com,Linda,Scott,72.0,M,Victoria,NB,Canada,Y5X 6G9,Bronze,True
CUST001001,2023-02-23,emily_gonzalez@yahoo.com,Emily,Gonzalez,30.0,M,Toronto,AB,Canada,O5Q 3A9,Bronze,False
CUST001002,2021-07-12,karen_perez@hotmail.com,Karen,Perez,34.0,F,Toronto,PE,Canada,I0U 4U7,Bronze,True
CUST001003,2024-11-25,bettywilliams59@hotmail.com,Betty,Williams,56.0,F,Kelowna,ON,Canada,W7T 7P2,Silver,False
CUST001004,2021-08-01,donald.wright916@hotmail.com,Donald,Wright,43.0,M,Ottawa,QC,Canada,E1N 1B7,Bronze,False
CUST001005,2021-07-19,patricialee@hotmail.com,Patricia,Lee,29.0,F,Winnipeg,PE,Canada,X0K 5W2,Silver,True
CUST001006,2023-11-24,donna.white@outlook.com,Donna,White,52.0,F,Vancouver,BC,Canada,G8E 4C2,Bronze,True
CUST001007,2022-07-19,markwilliams@yahoo.com,Mark,Williams,42.0,F,Windsor,QC,Canada,U0J 4R5,Gold,False
CUST001008,2023-08-13,lindaperez@gmail.com,Linda,Perez,66.0,M,Saskatoon,BC,Canada,D1F 1F5,Bronze,True
CUST001009,2021-12-13,donna.johnson@yahoo.com,Donna,Johnson,43.0,F,Saskatoon,BC,Canada,X3J 3X2,Bronze,False
CUST001010,2023-02-16,karenbrown144@hotmail.com,Karen,Brown,25.0,M,Kelowna,SK,Canada,N3G 4G2,Silver,True
CUST001011,2024-11-29,charles_taylor364@hotmail.com,Charles,Taylor,55.0,F,Kelowna,SK,Canada,L8O 2B9,Bronze,False
CUST001012,2024-01-07,matthewmartinez@yahoo.com,Matthew,Martinez,20.0,M,Windsor,SK,Canada,U4G 5W8,Silver,True
CUST001013,2021-07-05,emilymoore479@yahoo.com,Emily,Moore,55.0,Other,Hamilton,ON,Canada,D8V 2P2,Bronze,True
CUST001014,2022-10-24,sandra_nguyen@email.com,Sandra,Nguyen,31.0,M,Kelowna,ON,Canada,K1U 5A2,Gold,False
CUST001015,2022-11-17,anthony_walker367@gmail.com,Anthony,Walker,29.0,F,Kitchener,QC,Canada,O8F 0O9,Silver,False
CUST001016,2024-03-25,sandranguyen@outlook.com,Sandra,Nguyen,69.0,F,Regina,AB,Canada,I5T 5P6,Bronze,True
CUST001017,2022-04-25,karenwilliams@gmail.com,Karen,Williams,37.0,M,Hamilton,PE,Canada,M9A 2Q2,Bronze,True
CUST001018,2024-11-29,karenhill@yahoo.com,Karen,Hill,59.0,F,Kelowna,QC,Canada,E5Z 0C4,Silver,False
CUST001019,2023-07-29,barbara_thompson@yahoo.com,Barbara,Thompson,71.0,M,Ottawa,AB,Canada,F4J 1F3,Bronze,True
CUST001020,2021-07-04,susanramirez569@yahoo.com,Susan,Ramirez,41.0,F,Victoria,ON,Canada,P2L 1P8,Gold,True
CUST001021,2023-08-26,bettywilson@outlook.com,Betty,Wilson,63.0,F,Quebec City,BC,Canada,M2K 2M5,Gold,False
CUST001022,2024-05-07,charles_ramirez501@email.com,Charles,Ramirez,30.0,M,Kelowna,ON,Canada,H9F 3L5,Bronze,False
CUST001023,2021-01-04,nancyallen@email.com,Nancy,Allen,33.0,F,Montreal,AB,Canada,E7G 0G4,Silver,True
CUST001024,2022-11-27,margaret_garcia@yahoo.com,Margaret,Garcia,47.0,Other,Kitchener,MB,Canada,M7B 4N2,Silver,True
CUST001025,2024-10-29,davidsanchez@gmail.com,David,Sanchez,47.0,M,Montreal,SK,Canada,V1U 6Z0,Silver,False
CUST001026,2021-09-21,davidlee@email.com,David,Lee,65.0,M,Saskatoon,ON,Canada,P6N 0J6,Bronze,True
CUST001027,2024-05-21,thomas_davis@email.com,Thomas,Davis,26.0,M,Regina,SK,Canada,R5D 2N8,Silver,True
CUST001028,2021-11-04,matthew.garcia@hotmail.com,Matthew,Garcia,69.0,M,Kelowna,MB,Canada,G8T 7N0,Silver,False
CUST001029,2021-03-23,sandra.jackson@outlook.com,Sandra,Jackson,64.0,M,Vancouver,PE,Canada,V5I 6K4,Bronze,True
CUST001030,2022-07-02,mary.wright@hotmail.com,Mary,Wright,26.0,M,Toronto,NB,Canada,K4U 0T1,Bronze,False
CUST001031,2023-12-25,danielwilliams87@outlook.com,Daniel,Williams,74.0,F,Barrie,BC,Canada,E2U 7N4,Bronze,True
CUST001032,2024-11-12,danielrobinson@yahoo.com,Daniel,Robinson,18.0,F,St. John's,PE,Canada,O0C 5L0,Bronze,True
CUST001033,2024-07-30,barbara.hill@outlook.com,Barbara,Hill,56.0,M,Montreal,SK,Canada,U4N 6A2,Silver,True
CUST001034,2023-06-07,thomas.garcia@yahoo.com,Thomas,Garcia,46.0,F,Kitchener,PE,Canada,Q8Z 3W0,Silver,False
CUST001035,2023-08-27,lisa.torres706@outlook.com,Lisa,Torres,39.0,M,Edmonton,MB,Canada,Q0T 6F4,Bronze,False
CUST001036,2023-04-14,sarah.smith@gmail.com,Sarah,Smith,71.0,M,Ottawa,MB,Canada,I7T 5D3,Bronze,True
CUST001037,2024-12-23,joseph_johnson295@yahoo.com,Joseph,Johnson,41.0,M,Abbotsford,NB,Canada,S6U 9K8,Gold,True
CUST001038,2024-02-17,matthew.walker@hotmail.com,Matthew,Walker,36.0,F,Victoria,NB,Canada,E7X 7G8,Bronze,True
CUST001039,2022-06-08,david_harris@gmail.com,David,Harris,73.0,M,Kelowna,BC,Canada,U7R 5C3,Silver,False
CUST001040,2022-09-15,kimberly_white@hotmail.com,Kimberly,White,68.0,F,Saskatoon,ON,Canada,E9S 2T5,Bronze,False
CUST001041,2023-05-01,andrew.ramirez@hotmail.com,Andrew,Ramirez,53.0,Other,Regina,AB,Canada,M8E 6T1,Bronze,False
CUST001042,2022-03-24,michael.sanchez@gmail.com,Michael,Sanchez,58.0,M,Edmonton,QC,Canada,Y6R 6L3,Bronze,False
CUST001043,2022-07-26,anthony_hill@hotmail.com,Anthony,Hill,52.0,M,London,NL,Canada,R8M 3M7,Bronze,False
CUST001044,2023-07-10,sandra.jackson@yahoo.com,Sandra,Jackson,59.0,M,Toronto,NL,Canada,K7U 2V1,Silver,False
CUST001045,2024-08-30,matthew_nguyen@outlook.com,Matthew,Nguyen,25.0,F,Toronto,PE,Canada,H2T 9Q1,Bronze,True
CUST001046,2023-04-18,joshua.torres@hotmail.com,Joshua,Torres,44.0,M,Edmonton,PE,Canada,U7V 1L0,Bronze,True
CUST001047,2024-02-05,joshuaharris@yahoo.com,Joshua,Harris,41.0,M,Edmonton,NB,Canada,L3F 7W3,Bronze,False
CUST001048,2022-08-24,christopher.rodriguez473@gmail.com,Christopher,Rodriguez,20.0,M,Saskatoon,AB,Canada,V9O 3Z2,Bronze,True
CUST001049,2024-08-06,sandra.allen@email.com,Sandra,Allen,43.0,F,Edmonton,AB,Canada,O1A 0V6,Bronze,True
CUST001050,2023-03-01,kimberly.walker@outlook.com,Kimberly,Walker,41.0,F,Barrie,BC,Canada,W9U 8W0,Silver,True
CUST001051,2021-05-03,mark_walker@outlook.com,Mark,Walker,32.0,M,Vancouver,SK,Canada,M8U 7N1,Silver,True
CUST001052,2022-06-22,michaelmartinez@gmail.com,Michael,Martinez,64.0,M,Victoria,NS,Canada,V5E 3Z7,Silver,False
CUST001053,2021-07-18,susan_taylor@gmail.com,Susan,Taylor,40.0,M,Regina,AB,Canada,Y4K 4W7,Bronze,True
CUST001054,2024-12-03,nancy_lewis37@email.com,Nancy,Lewis,71.0,M,Ottawa,QC,Canada,Q4A 3L9,Bronze,True
CUST001055,2022-09-21,lisajackson@yahoo.com,Lisa,Jackson,42.0,F,Kitchener,NB,Canada,W7V 4E2,Silver,True
CUST001056,2022-08-22,barbara_hill@hotmail.com,Barbara,Hill,50.0,M,Toronto,AB,Canada,S4E 9A4,Silver,False
CUST001057,2023-11-25,lisa_allen@outlook.com,Lisa,Allen,63.0,F,Edmonton,SK,Canada,U2S 8K8,Bronze,True
CUST001058,2023-09-21,lisaharris@yahoo.com,Lisa,Harris,74.0,M,Regina,QC,Canada,P6A 1K3,Bronze,True
CUST001059,2022-04-05,karen.wilson@hotmail.com,Karen,Wilson,61.0,F,Calgary,AB,Canada,L7O 9U0,Silver,False
CUST001060,2022-02-19,kimberly_anderson@gmail.com,Kimberly,Anderson,45.0,F,Calgary,SK,Canada,Q1I 8R8,Bronze,True
CUST001061,2023-07-04,jenniferbrown263@email.com,Jennifer,Brown,57.0,M,Edmonton,AB,Canada,H7F 0T4,Bronze,True
CUST001062,2021-07-07,emilymoore@yahoo.com,Emily,Moore,72.0,M,Montreal,QC,Canada,Q4B 3H3,Silver,True
CUST001063,2023-09-05,donna_nguyen@gmail.com,Donna,Nguyen,70.0,M,Vancouver,SK,Canada,Z1G 7D7,Bronze,False
CUST001064,2022-02-09,jennifer.walker@email.com,Jennifer,Walker,46.0,M,Abbotsford,NB,Canada,J9A 9N1,Silver,False
CUST001065,2024-04-21,markgonzalez@email.com,Mark,Gonzalez,57.0,M,Toronto,MB,Canada,Y6T 4P2,Silver,True
CUST001066,2023-09-17,nancyallen@hotmail.com,Nancy,Allen,29.0,F,Kitchener,MB,Canada,R3K 4V8,Silver,False
CUST001067,2024-07-05,steven_martin@gmail.com,Steven,Martin,71.0,M,Edmonton,NB,Canada,A5Q 7P2,Silver,True
CUST001068,2023-06-04,elizabethjones883@hotmail.com,Elizabeth,Jones,38.0,M,Saskatoon,SK,Canada,U8F 3Y1,Bronze,True
CUST001069,2022-09-22,josephwilson@hotmail.com,Joseph,Wilson,42.0,F,St. John's,NB,Canada,D4T 3S2,Bronze,True
CUST001070,2022-01-29,christopher_hernandez@yahoo.com,Christopher,Hernandez,64.0,F,Abbotsford,QC,Canada,K8P 9Z6,Bronze,True
CUST001071,2022-06-23,sarah_anderson@hotmail.com,Sarah,Anderson,59.0,F,Kitchener,SK,Canada,X5X 5O4,Silver,True
CUST001072,2023-03-17,margaret_torres@gmail.com,Margaret,Torres,62.0,F,Halifax,ON,Canada,N5U 2O4,Bronze,True
CUST001073,2022-03-04,marygonzalez383@hotmail.com,Mary,Gonzalez,,M,Toronto,SK,Canada,N6K 8R3,Bronze,True
CUST001074,2023-10-28,susan_flores249@hotmail.com,Susan,Flores,31.0,F,Edmonton,SK,Canada,X7X 9P0,Bronze,True
CUST001075,2022-05-27,matthew_young@email.com,Matthew,Young,25.0,F,Vancouver,BC,Canada,B5I 8L7,Silver,True
CUST001076,2023-08-25,charles.davis@gmail.com,Charles,Davis,66.0,M,Windsor,QC,Canada,E9J 9G8,Bronze,True
CUST001077,2022-05-18,jennifer_lewis@email.com,Jennifer,Lewis,,F,Hamilton,NL,Canada,Q4W 0E1,Silver,True
CUST001078,2023-07-03,christopherwhite480@yahoo.com,Christopher,White,43.0,F,Quebec City,NB,Canada,L5G 4I9,Bronze,True
CUST001079,2021-09-02,maryrodriguez@outlook.com,Mary,Rodriguez,67.0,Other,Regina,ON,Canada,Q0Q 5A9,Bronze,False
CUST001080,2023-10-30,margaret_williams@email.com,Margaret,Williams,30.0,M,Kelowna,SK,Canada,U1X 1S1,Bronze,True
CUST001081,2023-12-26,emily.davis@email.com,Emily,Davis,60.0,M,Montreal,PE,Canada,O9U 3Y1,Silver,True
CUST001082,2023-08-12,margaret_moore@yahoo.com,Margaret,Moore,37.0,F,Montreal,QC,Canada,U9K 7Q6,Bronze,False
CUST001083,2024-03-23,mary_sanchez@gmail.com,Mary,Sanchez,57.0,M,Halifax,ON,Canada,A3K 6E4,Bronze,False
CUST001084,2024-10-13,joseph_nguyen@email.com,Joseph,Nguyen,67.0,M,Winnipeg,PE,Canada,L9E 3Y2,Bronze,True
CUST001085,2022-01-07,susan.martin@gmail.com,Susan,Martin,31.0,M,Vancouver,QC,Canada,R5C 5K3,Bronze,True
CUST001086,2022-09-13,susan.gonzalez@outlook.com,Susan,Gonzalez,57.0,M,Quebec City,AB,Canada,Y5A 2O1,Silver,True
CUST001087,2023-06-29,matthewjohnson@yahoo.com,Matthew,Johnson,62.0,M,Saskatoon,NB,Canada,M3G 6S1,Bronze,False
CUST001088,2023-11-04,jenniferlopez775@email.com,Jennifer,Lopez,20.0,M,Winnipeg,BC,Canada,P9L 5N3,Bronze,False
CUST001089,2023-11-05,susan_garcia115@outlook.com,Susan,Garcia,26.0,M,Saskatoon,ON,Canada,A6Z 6M1,Silver,True
CUST001090,2022-09-27,daniel.white@outlook.com,Daniel,White,61.0,F,Kitchener,AB,Canada,W1U 6P0,Silver,True
CUST001091,2021-04-03,sarah.lee10@yahoo.com,Sarah,Lee,52.0,M,Ottawa,NL,Canada,E2W 7Y0,Bronze,True
CUST001092,2022-03-06,,Patricia,Hill,70.0,M,Windsor,QC,Canada,N2F 8E2,Silver,False
CUST001093,2021-11-29,lisa.davis414@outlook.com,Lisa,Davis,62.0,F,Victoria,MB,Canada,T5A 0K0,Bronze,False
CUST001094,2021-10-23,donald_williams@gmail.com,Donald,Williams,63.0,M,Abbotsford,NL,Canada,F2D 0L3,Silver,True
CUST001095,2021-05-16,jennifer.clark@outlook.com,Jennifer,Clark,59.0,F,Windsor,NL,Canada,O2T 0J7,Bronze,True
CUST001096,2021-09-20,,Donald,Taylor,54.0,F,Abbotsford,BC,Canada,P7X 9G2,Bronze,False
CUST001097,2021-09-23,joseph.allen@yahoo.com,Joseph,Allen,20.0,F,Calgary,NS,Canada,J9D 3H4,Silver,True
CUST001098,2022-11-05,elizabethmartin@outlook.com,Elizabeth,Martin,21.0,M,St. John's,NL,Canada,S4Y 2K6,Bronze,False
CUST001099,2024-04-01,lisamartinez@gmail.com,Lisa,Martinez,73.0,F,Halifax,ON,Canada,Z3F 0E0,Gold,True
CUST001100,2023-03-24,jessica_hernandez@gmail.com,Jessica,Hernandez,65.0,F,Regina,SK,Canada,G9M 7G7,Bronze,False
CUST001101,2024-01-23,michelle_taylor@gmail.com,Michelle,Taylor,26.0,F,St. John's,SK,Canada,K2I 5Z7,Silver,True
CUST001102,2024-09-20,emily.robinson@hotmail.com,Emily,Robinson,66.0,M,Hamilton,BC,Canada,Z5N 0R2,Bronze,True
CUST001103,2023-07-26,michael.anderson@gmail.com,Michael,Anderson,64.0,M,Kitchener,QC,Canada,L4O 6R1,Bronze,False
CUST001104,2023-03-26,stevenlopez697@yahoo.com,Steven,Lopez,42.0,M,Quebec City,ON,Canada,G5Q 9Y2,Bronze,True
CUST001105,2023-12-12,andrew.king@email.com,Andrew,King,42.0,F,Quebec City,NL,Canada,F5F 1V2,Silver,True
